id,text
2838,"Hebrew was revived as a spoken language."
2839,"It was largely a written/religious language for 2,000 years."
2840,"Eliezer Ben-Yehuda dedicated his life to reviving Hebrew."
2841,"The son was the first native Hebrew speaker in modern times."
2842,"Today 9 million people speak Hebrew as a first language."
2843,"The Māori language has seen revival in New Zealand."
2844,"Schools teach it."
2845,"It's an official language."
2846,"The Irish language is also being supported by the government."
2847,"Various revivals show that language death isn't inevitable."
2848,"The United Nations has 6 official languages."
2849,"English, French, Spanish, Russian, Chinese, and Arabic."
2850,"The most widely spoken language is English."
2851,"Mandarin Chinese has the most native speakers."
2852,"Spanish is growing fastest among world languages."
2853,"The language with the most distinct sounds is !Xóõ, a Khoisan language."
2854,"It has over 100 consonants."
2855,"Including click consonants."
2856,"The Pirahã language has the fewest distinct phonemes."
2857,"Languages reveal migration patterns of ancient humans."
2858,"Indo-European languages share a common ancestor."
2859,"Linguists have reconstructed Proto-Indo-European."
2860,"Humans can guess words for horse, wheel, and cattle."
2861,"The horse and wheel were key to Indo-European expansion."
2862,"The horse was domesticated around 3500 BCE."
2863,"Chariots revolutionized warfare."
2864,"The Mongols were the greatest horse warriors."
2865,"At their peak, the Mongol Empire was the largest in history."
2866,"The subject is that covered 24 million square kilometers."
2867,"Genghis Khan created it from a collection of tribes."
2868,"The conquests may have cooled the climate."
2869,"Forests regrew on abandoned farmland, absorbing CO2."
2870,"The Black Death also reduced global temperatures."
2871,"The subject is that killed up to half of Europe's population."
2872,"The cause was the bacterium Yersinia pestis."
2873,"It's carried by fleas on rats."
2874,"The plague still exists today."
2875,"It's treatable with antibiotics."
2876,"There are about 1,000-2,000 cases per year worldwide."
2877,"The Spanish Flu of 1918 killed 50-100 million people."
2878,"The subject is that killed more people than World War I."
2879,"It was called Spanish because Spain (neutral) reported it freely."
2880,"The subject is that actually started in Kansas."
2881,"Young adults were uniquely vulnerable."
2882,"COVID-19 echoed many historical pandemics."
2883,"Quarantine comes from the Italian for ""40 days."""
2884,"Ships were held for 40 days before passengers could land."
2885,"The Black Death also spread via trade routes."
2886,"Isolation was the only defense before medicine."
2887,"The first vaccine was for smallpox, by Edward Jenner in 1796."
2888,"exposed him to smallpox."
2889,"The boy didn't get sick."
2890,"The was an experiment that would be illegal today."
2891,"However, it launched the science of vaccination."
2892,"Smallpox was eradicated in 1980."
2893,"It's the only human disease to be eradicated."
2894,"Rinderpest (a cattle disease) was also eradicated."
2895,"Polio is close to eradication."
2896,"Guinea worm disease is near eradication."
2897,"Measles could be eradicated if vaccination rates were high enough."
2898,"Herd immunity protects those who can't be vaccinated."
2899,"About 95% vaccination rate is needed for measles herd immunity."
2900,"Vaccines are one of the greatest public health achievements."
2901,"Various groups save millions of lives every year."
2902,"Antibiotics were discovered in 1928 by Alexander Fleming."
2903,"Penicillin saved millions of lives in WWII."
2904,"Antibiotic resistance is a growing crisis."
2905,"Bacteria evolve to resist antibiotics."
2906,"Antibiotic-resistant infections kill 700,000 people per year."
2907,"The could rise to 10 million by 2050."
2908,"Overprescription and agricultural use drive resistance."
2909,"New antibiotics are urgently needed."
2910,"No new class of antibiotics has been developed since the 1980s."
2911,"Phage therapy uses viruses that kill bacteria."
2912,"It was used before antibiotics."
2913,"It's being revisited as antibiotics fail."
2914,"The human gut has more bacteria than human cells."
2915,"Gut bacteria affect mood, immunity, and metabolism."
2916,"The microbiome is being called the ""second brain."""
2917,"Probiotics may support gut health."
2918,"Fermented foods promote gut diversity."
2919,"Gut health affects mental health."
2920,"the gut-brain axis."
2921,"The vagus nerve connects the gut and brain."
2922,"Anxiety often manifests as gut problems."
2923,"The ""butterfly feeling"" is real: nerves affect the gut."
2924,"Emotional states change digestion."
2925,"The gut can sense its own environment."
2926,"Many neurotransmitters are produced in the gut."
2927,"90% of serotonin is produced in the gut."
2928,"The reason gut problems can affect mood."
2929,"The future of medicine includes microbiome therapy."
2930,"Fecal transplants can cure C. difficile infection."
2931,"The donor's bacteria restore healthy gut flora."
2932,"It's remarkably effective."
2933,"The subject is that sounds unpleasant but is life-saving."
2934,"Medicine has come incredibly far in a century."
2935,"Many conditions once fatal are now manageable."
2936,"Insulin was discovered in 1921."
2937,"diabetes type 1 was fatal. before that."
2938,"Frederick Banting and Charles Best discovered it."
2939,"Various groups were awarded the Nobel Prize."
2940,"Banting shared his prize with his student, Best."
2941,"Best was too young to be included by the committee."
2942,"Banting felt this was unfair."
2943,"The story illustrates both the brilliance and politics of science."
2944,"Science advances through collaboration and competition."
2945,"Peer review keeps science honest."
2946,"Replication confirms results."
2947,"The replication crisis shows many psychology studies don't replicate."
2948,"Science self-corrects over time."
2949,"This is a feature, not a bug."
2950,"Scientific consensus matters, even if individual studies vary."
2951,"The evidence for human-caused climate change is overwhelming."
2952,"97% of climate scientists agree on this."
2953,"The evidence comes from multiple independent lines."
2954,"Temperature records, ice cores, ocean heat, sea level rise, and more."
2955,"The hottest years on record keep occurring recently."
2956,"The effects of climate change are already visible."
2957,"Glaciers are retreating worldwide."
2958,"Arctic sea ice is at record low extent."
2959,"Coral reefs are bleaching."
2960,"Species ranges are shifting."
2961,"Extreme weather events are becoming more frequent."
2962,"Sea levels are rising about 3.3 mm per year."
2963,"The threatens coastal cities."
2964,"Miami, Jakarta, and Dhaka are among the most vulnerable."
2965,"Jakarta is sinking due to groundwater extraction."
2966,"Indonesia is building a new capital city."
2967,"Solar power is now the cheapest electricity source in history."
2968,"Wind power is also very cheap."
2969,"Renewables are growing faster than any energy source."
2970,"Battery storage is improving."
2971,"Electric vehicles are becoming mainstream."
2972,"The energy transition is underway."
2973,"However, it needs to happen much faster."
2974,"Carbon capture technology is being developed."
2975,"Trees are the cheapest carbon capture technology."
2976,"Planting trees can help, but not solve climate change."
2977,"Preserving existing forests is more important."
2978,"A deforested area takes decades to recover its carbon storage."
2979,"Individual actions matter but systemic change is essential."
2980,"Governments and corporations drive most emissions."
2981,"The Paris Agreement aims to limit warming to 1.5-2°C."
2982,"It's voluntary and not legally binding."
2983,"Current pledges are not sufficient."
2984,"However, technology is advancing faster than expected."
2985,"The future is uncertain but not predetermined."
2986,"Human ingenuity has solved seemingly impossible problems before."
2987,"The ozone layer was being depleted; we fixed it."
2988,"The Cuyahoga River was dead; it recovered."
2989,"Populations of many endangered species have grown."
2990,"With sufficient will, humans can solve major problems."
2991,"The question is whether we have that will."
2992,"Democracy, science, and international cooperation are the tools."
2993,"The next generation will face these challenges."
2994,"Education is the foundation."
2995,"Critical thinking is the skill of the age."
2996,"The ability to evaluate evidence and reason clearly."
2997,"This is more important than memorizing facts."
